Library	isoform	LRGASP_id
cDNA-ONT	ENST00000705889	ISM_chr22_-_32149614_32149752_32149781_32150318_32150480_32150991_32151020_32151486_32151552_32152066_32152095_32152561
cDNA-ONT	ENST00000705890	FSM_chr22_-_32149614_32149752_32149781_32150318_32150480_32150991_32151020_32151486_32151552_32152066_32152095_32152561_32152627_32154243_32154319_32158983
cDNA-ONT	ENST00000705897	NNC_chr22_-_32149614_32149752_32149781_32150318_32150627_32150991_32151020_32151486_32151552_32152066_32152095_32152561_32152627_32154243_32154319_32158983
cDNA-ONT	ENST00000705898	NNC_chr22_-_32149614_32149752_32149781_32150318_32150480_32150991_32151020_32151486_32151552_32152066_32152095_32152561_32152627_32154243_32154319_32155918_32156035_32158983
cDNA-ONT	ENST00000705906	ISM_chr15_-_89471856_89472710
cDNA-ONT	ENST00000705909	FSM_chr15_-_89471856_89472710_89472864_89476754_89476829_89477081_89477207_89477516_89477654_89477836_89477975_89479321_89479489_89480260_89480409_89483066_89483218_89486798_89486986_89496360
cDNA-ONT	ENST00000705918	NIC_chr15_-_89479489_89480260_89480409_89483066_89483218_89486798_89486986_89496360
cDNA-ONT	ENST00000705979	NNC_chr1_+_20186154_20190926
cDNA-ONT	ENST00000705980	FSM_chr1_+_20186154_20190546
cDNA-ONT	ENST00000705989	FSM_chr10_+_80132827_80142081_80142180_80144222_80144344_80144899
cDNA-ONT	ENST00000705990	FSM_chr10_+_80132827_80142081_80142180_80144899
cDNA-ONT	ENST00000705991	NNC_chr10_+_80132827_80143768_80144344_80144899
cDNA-ONT	ENST00000706024	FSM_chr17_-_35576182_35577037_35577592_35577895
cDNA-ONT	ENST00000706074	FSM_chr8_-_79765772_79766650_79766733_79766996_79767093_79767218_79767295_79767574
cDNA-ONT	ENST00000706076	FSM_chr8_-_79765772_79766650_79766733_79767008_79767093_79767218_79767295_79767574
cDNA-ONT	ENST00000706105	FSM_chr8_-_107252016_107264220_107264352_107284681_107284849_107293935_107294038_107303239_107303368_107321895_107322129_107336149_107336272_107346941_107347098_107497261
cDNA-ONT	ENST00000706108	FSM_chr8_-_107252016_107264220_107264352_107284681_107284849_107293935_107294038_107303239_107303368_107321898_107322129_107336149_107336272_107346941_107347098_107497261
cDNA-ONT	ENST00000706127	ISM_chr8_-_107284849_107293935_107294038_107303239_107303368_107321895_107322129_107336149_107336272_107346941_107347098_107497261
cDNA-ONT	ENST00000706270	NNC_chr15_-_89471856_89472710_89472864_89476754_89476829_89477081_89477207_89477516_89477654_89477836_89477975_89479321_89479489_89480260_89480403_89483066_89483218_89486798
cDNA-ONT	ENST00000706489	NNC_chr18_-_43270649_43271711_43271833_43273585_43274395_43277247
cDNA-ONT	ENST00000706514	ISM_chr2_-_182834966_182837947_182838012_182838408_182838614_182842477
cDNA-ONT	ENST00000706554	NIC_chr1_-_6413283_6419240_6419341_6419606
cDNA-ONT	ENST00000706653	FSM_chr21_-_34521659_34523536_34523711_34526662
cDNA-ONT	ENST00000706701	NNC_chr17_-_35576182_35577037_35577582_35577895
cDNA-PacBio	ENST00000700736	FSM_chr1_-_18908667_18910341_18910473_18911383_18911477_18911962_18912084_18916902_18917043_18918361_18918503_18919677_18919774_18921060_18921122_18955667
cDNA-PacBio	ENST00000704394	FSM_chr16_-_57257030_57258461_57258585_57261896_57262071_57284405
cDNA-PacBio	ENST00000704399	NNC_chr16_-_57257030_57258461_57258585_57260129
cDNA-PacBio	ENST00000704404	FSM_chr16_-_57257030_57258461_57258585_57284405
cDNA-PacBio	ENST00000704436	FSM_chr11_-_118229921_118233459_118233524_118235423_118235590_118237049_118237261_118240210_118240378_118252221
cDNA-PacBio	ENST00000704438	NNC_chr11_-_118229921_118233459_118233524_118235423_118235590_118237049_118237261_118240210_118240352_118252221
cDNA-PacBio	ENST00000704439	FSM_chr11_-_118229921_118233459_118233524_118235423_118235590_118240210_118240378_118252221
cDNA-PacBio	ENST00000704440	FSM_chr11_-_118229921_118233459_118233524_118235423_118235590_118237049_118237261_118240210_118240342_118252221
cDNA-PacBio	ENST00000704443	NNC_chr11_-_118250133_118252221
cDNA-PacBio	ENST00000704507	FSM_chr18_-_43270649_43271711_43271833_43273579_43274395_43277247
cDNA-PacBio	ENST00000704523	NNC_chr18_-_43270649_43271711_43271833_43273585_43274395_43277247
cDNA-PacBio	ENST00000704597	FSM_chr5_-_138253058_138253286_138253376_138253765_138253901_138254056_138254161_138257638_138257952_138259556_138259650_138264260_138264549_138274333
cDNA-PacBio	ENST00000704599	NNC_chr5_-_138253058_138253286_138253376_138253765_138253901_138254056_138254161_138257638_138257952_138259556_138259650_138264260_138264546_138274333
cDNA-PacBio	ENST00000704618	FSM_chr1_+_27392738_27393793
cDNA-PacBio	ENST00000704663	FSM_chr8_-_71842748_71843379
cDNA-PacBio	ENST00000704667	FSM_chr8_-_71842748_71843644
cDNA-PacBio	ENST00000704668	NNC_chr8_-_71842748_71844163
cDNA-PacBio	ENST00000704670	Genic.Genomic_chr8_-_71841600_71844500
cDNA-PacBio	ENST00000704721	NIC_chr6_-_70861750_70894127_70894273_70955838
cDNA-PacBio	ENST00000704723	NIC_chr6_-_70861979_70894127_70894273_70955838
cDNA-PacBio	ENST00000704724	FSM_chr6_-_70861750_70861829_70861979_70894127_70894273_70955838
cDNA-PacBio	ENST00000704729	NNC_chr6_-_70860323_70861577_70861750_70861829_70861979_70894127_70894273_70955838
cDNA-PacBio	ENST00000704776	FSM_chr10_-_91630867_91632955
cDNA-PacBio	ENST00000704842	FSM_chr2_-_182834966_182837947_182838012_182838408_182838614_182842477_182842544_182858785_182858834_182866074
cDNA-PacBio	ENST00000704855	FSM_chr8_-_29337412_29338281_29338502_29340097_29340244_29349845
cDNA-PacBio	ENST00000704877	FSM_chr1_+_203305749_203307103
cDNA-PacBio	ENST00000704879	FSM_chr1_+_203305749_203307103_203307689_203309137
cDNA-PacBio	ENST00000704883	NIC_chr1_+_203305500_203309600
cDNA-PacBio	ENST00000704951	FSM_chr22_+_37659357_37665554
cDNA-PacBio	ENST00000704952	NNC_chr22_+_37659423_37665554
cDNA-PacBio	ENST00000704953	NNC_chr22_+_37659357_37665578
cDNA-PacBio	ENST00000704965	NNC_chr16_+_2010103_2010307
cDNA-PacBio	ENST00000704971	FSM_chr16_+_2020313_2020532
cDNA-PacBio	ENST00000704973	NNC_chr16_+_2020313_2020534
cDNA-PacBio	ENST00000704975	Genic.Genomic_chr16_+_2019800_2020800
cDNA-PacBio	ENST00000704997	Genic.Genomic_chr9_-_136358800_136363700
cDNA-PacBio	ENST00000704999	NNC_chr9_-_136359576_136360150_136362181_136362988_136363129_136363486
cDNA-PacBio	ENST00000705004	FSM_chr9_-_136362181_136362988_136363129_136363486
cDNA-PacBio	ENST00000705022	NIC_chr9_-_136363129_136363486
cDNA-PacBio	ENST00000705027	NNC_chr9_-_136362181_136362988_136363133_136363486
cDNA-PacBio	ENST00000705061	FSM_chr18_-_75202341_75208849
cDNA-PacBio	ENST00000705070	NNC_chr18_-_75202341_75207637
cDNA-PacBio	ENST00000705078	NNC_chr3_-_42995229_43105835
cDNA-PacBio	ENST00000705090	FSM_chr3_-_43081537_43105835
cDNA-PacBio	ENST00000705096	FSM_chr3_-_43081537_43090487_43090610_43105835
cDNA-PacBio	ENST00000705098	NIC_chr3_-_43081537_43085935_43086036_43105835
cDNA-PacBio	ENST00000705112	ISM_chr14_-_63686657_63698568
cDNA-PacBio	ENST00000705113	FSM_chr14_-_63686657_63698568_63698659_63727260
cDNA-PacBio	ENST00000705114	NNC_chr14_-_63686657_63698568_63698659_63716348_63716467_63727260
cDNA-PacBio	ENST00000705115	NIC_chr14_-_63686657_63727260
cDNA-PacBio	ENST00000705153	FSM_chr18_-_75202341_75205192
cDNA-PacBio	ENST00000705182	FSM_chr4_-_112278435_112285639
cDNA-PacBio	ENST00000705196	FSM_chrX_+_153495114_153504620_153504870_153505237_153505351_153505862_153506077_153506528_153506640_153506829_153506924_153507046_153507186_153508247
cDNA-PacBio	ENST00000705270	FSM_chr1_+_163069529_163072394_163072500_163072804_163072867_163073455_163073623_163074320
cDNA-PacBio	ENST00000705294	FSM_chr21_-_34518257_34521498_34521659_34523536_34523711_34614759
cDNA-PacBio	ENST00000705295	FSM_chr21_-_34518257_34521498_34521659_34523536_34523711_34526662
cDNA-PacBio	ENST00000705300	NNC_chr21_-_34518297_34521498_34521659_34523536_34523711_34614759
cDNA-PacBio	ENST00000705302	FSM_chr21_-_34521659_34523536_34523711_34526662
cDNA-PacBio	ENST00000705303	ISM_chr21_-_34521659_34523536_34523711_34614759
cDNA-PacBio	ENST00000705322	FSM_chr4_-_1167657_1170401_1170577_1170998_1171191_1171262_1171487_1171851_1172075_1172543
cDNA-PacBio	ENST00000705330	NIC_chr4_-_1170577_1170998_1171191_1171262
cDNA-PacBio	ENST00000705331	NIC_chr4_-_1170577_1170998_1171191_1171262_1171487_1171851_1172075_1172543
cDNA-PacBio	ENST00000705337	ISM_chr4_-_1167657_1170401_1170577_1170998_1171191_1171262_1171487_1171851
cDNA-PacBio	ENST00000705365	NNC_chr22_+_41561184_41571842_41572142_41573381_41573476_41573654_41573778_41574732
cDNA-PacBio	ENST00000705388	FSM_chr1_-_6419154_6419240_6419341_6419606_6419703_6419775
cDNA-PacBio	ENST00000705427	FSM_chrX_+_118824006_118824338_118824391_118824588_118824714_118825130
cDNA-PacBio	ENST00000705446	FSM_chr2_-_74498319_74499332
cDNA-PacBio	ENST00000705447	NIC_chr2_-_74499065_74499332_74501615_74502835
cDNA-PacBio	ENST00000705454	FSM_chr4_+_139454445_139472685
cDNA-PacBio	ENST00000705455	FSM_chr4_+_139453698_139454176_139454445_139472685
cDNA-PacBio	ENST00000705456	NNC_chr4_+_139453935_139454176_139454445_139472685
cDNA-PacBio	ENST00000705487	FSM_chr10_+_89414804_89417204
cDNA-PacBio	ENST00000705525	FSM_chr3_+_50205349_50214148_50214301_50214401_50214484_50214652_50214769_50215385_50215460_50215543_50215637_50215739_50215822_50217237_50217321_50217414_50217474_50217675_50217841_50217916_50217997_50218269_50218371_50218592_50218718_50218803_50218949_50219880_50219985_50220072
cDNA-PacBio	ENST00000705531	NNC_chr3_+_50205349_50213868_50213914_50214148_50214301_50214401_50214484_50214652_50214769_50215385_50215460_50215543_50215637_50215739_50215822_50217237_50217321_50217414_50217474_50217675_50217841_50217916_50217997_50218269_50218371_50218592_50218718_50218803_50218949_50219880_50219985_50220072
cDNA-PacBio	ENST00000705548	FSM_chr17_-_4734480_4734582_4734653_4735091_4735509_4738407_4738491_4738781_4738921_4739260
cDNA-PacBio	ENST00000705553	NNC_chr17_-_4734478_4734582_4734653_4735091_4735509_4738407_4738491_4738781_4738921_4739260
cDNA-PacBio	ENST00000705555	NNC_chr17_-_4734480_4734588_4734653_4735091_4735509_4738407_4738491_4738781_4738921_4739260
cDNA-PacBio	ENST00000705561	FSM_chr17_-_4734653_4735091_4735509_4738407_4738491_4738781_4738921_4739260
cDNA-PacBio	ENST00000705568	FSM_chrX_-_49072651_49073808
cDNA-PacBio	ENST00000705573	FSM_chrX_-_49072009_49072432_49072651_49073808
cDNA-PacBio	ENST00000705579	ISM_chrX_-_49072009_49072432
cDNA-PacBio	ENST00000705585	NNC_chrX_-_49072009_49072379_49072651_49073808
cDNA-PacBio	ENST00000705619	FSM_chr5_-_140334281_140334657_140334749_140335871_140336028_140342634_140342813_140345910_140346085_140346282
cDNA-PacBio	ENST00000705623	NNC_chr5_-_140335124_140337139
cDNA-PacBio	ENST00000705638	FSM_chr2_-_229026109_229155817_229155965_229271013
cDNA-PacBio	ENST00000705671	Genic.Genomic_chr10_-_69571500_69573500
cDNA-PacBio	ENST00000705673	FSM_chr10_-_69573045_69573209
cDNA-PacBio	ENST00000705674	NNC_chr10_-_69573111_69573209
cDNA-PacBio	ENST00000705696	FSM_chr11_+_75769113_75784617_75784747_75790187_75790296_75790660_75790732_75796327_75796533_75797157_75797333_75798226_75798430_75800353
cDNA-PacBio	ENST00000705697	NIC_chr11_+_75769113_75784617_75784747_75790187_75790296_75790660_75790732_75797157_75797333_75798226_75798430_75800353
cDNA-PacBio	ENST00000705702	NNC_chr11_+_75769113_75784617_75784740_75790187_75790296_75790660_75790732_75796327_75796533_75797157_75797333_75798226_75798430_75800353
cDNA-PacBio	ENST00000705723	NNC_chr9_+_137222216_137224573_137224825_137224929_137225234_137225613
cDNA-PacBio	ENST00000705724	FSM_chr9_+_137225234_137225613
cDNA-PacBio	ENST00000705762	NIC_chr17_+_49969040_49969614_49969752_49973072_49973270_49973700
cDNA-PacBio	ENST00000705763	NIC_chr17_+_49969040_49969614_49969752_49972679_49972916_49973072_49973270_49973700
cDNA-PacBio	ENST00000705765	NNC_chr17_+_49969752_49972771_49972916_49973072_49973270_49973700
cDNA-PacBio	ENST00000705771	FSM_chr17_+_49969752_49973072_49973270_49973700
cDNA-PacBio	ENST00000705772	NIC_chr17_+_49969752_49972679_49973270_49973700
cDNA-PacBio	ENST00000705793	NNC_chr12_-_15109518_15110127_15110283_15111343_15111418_15121062_15121120_15217428_15217604_15221194
cDNA-PacBio	ENST00000705796	FSM_chr12_-_15109518_15111343_15111418_15121062_15121120_15217428_15217604_15221194
cDNA-PacBio	ENST00000705825	NNC_chr14_-_100146908_100148967_100149711_100166604_100166698_100166794
cDNA-PacBio	ENST00000705829	FSM_chr14_-_100146908_100148967_100149711_100159505
cDNA-PacBio	ENST00000705834	NNC_chr14_-_100149711_100166604_100166698_100166794_100166963_100168692_100168803_100176946_100177092_100192230
cDNA-PacBio	ENST00000705842	FSM_chr12_-_21766624_21773242_21773687_21774545
cDNA-PacBio	ENST00000705866	FSM_chr13_+_49628616_49630429
cDNA-PacBio	ENST00000705868	ISM_chr13_+_49628616_49630033
cDNA-PacBio	ENST00000705887	FSM_chr22_-_32149614_32149752_32149781_32150318_32150480_32150991_32151020_32151486_32151552_32152066_32152095_32152561_32152627_32154243_32154319_32158983
cDNA-PacBio	ENST00000705912	FSM_chr15_-_89471856_89472710_89472864_89476754_89476829_89477081_89477207_89477516_89477654_89477836_89477975_89479321_89479489_89480260_89480409_89483066_89483218_89486798_89486986_89496360
cDNA-PacBio	ENST00000705920	FSM_chr4_+_112145734_112186692
cDNA-PacBio	ENST00000705921	NNC_chr4_+_112145734_112180673_112180859_112186692
cDNA-PacBio	ENST00000705935	FSM_chr1_+_20186154_20190546
cDNA-PacBio	ENST00000705988	FSM_chr10_+_80132827_80142081_80142180_80144222_80144344_80144899
cDNA-PacBio	ENST00000706012	NNC_chr17_-_35576182_35577037_35577592_35577895_35578078_35578510
cDNA-PacBio	ENST00000706013	NNC_chr17_-_35576182_35577037_35577248_35577547_35577592_35577895
cDNA-PacBio	ENST00000706014	NNC_chr17_-_35576182_35577037_35577248_35577895
cDNA-PacBio	ENST00000706016	FSM_chr17_-_35576182_35577037_35577592_35577895
cDNA-PacBio	ENST00000706082	FSM_chr8_-_79765772_79766650_79766733_79766996_79767093_79767218_79767295_79767574
cDNA-PacBio	ENST00000706083	FSM_chr8_-_79765772_79766650_79766733_79767008_79767093_79767218_79767295_79767574
cDNA-PacBio	ENST00000706084	NIC_chr8_-_79764000_79767800
cDNA-PacBio	ENST00000706101	NNC_chr8_-_107252016_107264220_107264352_107284681_107284849_107293935_107294038_107296964_107297120_107303239_107303368_107321898_107322129_107336149_107336272_107346941_107347098_107497261
cDNA-PacBio	ENST00000706103	FSM_chr8_-_107252016_107264220_107264352_107284681_107284849_107293935_107294038_107303239_107303368_107321898_107322129_107336149_107336272_107346941_107347098_107497261
cDNA-PacBio	ENST00000706104	NIC_chr8_-_107252016_107264220_107264352_107284681_107284849_107293935_107294038_107303239_107303368_107336149_107336272_107346941_107347098_107497261
cDNA-PacBio	ENST00000706107	FSM_chr8_-_107252016_107264220_107264352_107284681_107284849_107293935_107294038_107303239_107303368_107321895_107322129_107336149_107336272_107346941_107347098_107497261
cDNA-PacBio	ENST00000706116	NNC_chr8_-_107252016_107264220_107264352_107284681_107284849_107293935_107294038_107303239_107303368_107321872_107322129_107336149_107336272_107346941_107347098_107497261
cDNA-PacBio	ENST00000706126	ISM_chr8_-_107284849_107293935_107294038_107303239_107303368_107321898_107322129_107336149_107336272_107346941_107347098_107497261
cDNA-PacBio	ENST00000706217	FSM_chr22_+_41561184_41571842_41572142_41573654_41573778_41574732
cDNA-PacBio	ENST00000706218	NIC_chr22_+_41561184_41571842_41573778_41574732
cDNA-PacBio	ENST00000706500	NIC_chr4_-_1170577_1170998_1171191_1171262_1172075_1172543
dRNA-ONT	ENST00000700735	FSM_chr1_-_18908667_18910341_18910473_18911383_18911477_18911962_18912084_18916902_18917043_18918361_18918503_18919677_18919774_18921060_18921122_18955667
dRNA-ONT	ENST00000704463	FSM_chr11_-_118229921_118233459_118233524_118235423_118235590_118237049_118237261_118240210_118240378_118252221
dRNA-ONT	ENST00000704470	NNC_chr16_-_57257030_57258461_57258585_57260129
dRNA-ONT	ENST00000704471	NIC_chr16_-_57257030_57261896_57262071_57284405
dRNA-ONT	ENST00000704472	FSM_chr16_-_57257030_57258461_57258585_57261896_57262071_57284405
dRNA-ONT	ENST00000704516	FSM_chr18_-_43270649_43271711_43271833_43273579_43274395_43277247
dRNA-ONT	ENST00000704521	NIC_chr18_-_43270649_43271711_43271833_43277247
dRNA-ONT	ENST00000704596	FSM_chr5_-_138253058_138253286_138253376_138253765_138253901_138254056_138254161_138257638_138257952_138259556_138259650_138264260_138264549_138274333
dRNA-ONT	ENST00000704616	FSM_chr1_+_27392738_27393793
dRNA-ONT	ENST00000704748	NIC_chr6_-_70861979_70894127_70894273_70955838
dRNA-ONT	ENST00000704772	FSM_chr10_-_91630867_91632955
dRNA-ONT	ENST00000704828	FSM_chr8_-_71842748_71843644
dRNA-ONT	ENST00000704854	FSM_chr8_-_29337412_29338281_29338502_29340097_29340244_29349845
dRNA-ONT	ENST00000704885	FSM_chr1_+_203305749_203307103
dRNA-ONT	ENST00000704907	FSM_chr2_-_182834966_182837947_182838012_182838408_182838614_182842477_182842544_182858785_182858834_182866074
dRNA-ONT	ENST00000704912	ISM_chr2_-_182834966_182837947_182838012_182838408_182838614_182842477
dRNA-ONT	ENST00000704964	NNC_chr16_+_2010103_2010307
dRNA-ONT	ENST00000704969	FSM_chr16_+_2020313_2020532
dRNA-ONT	ENST00000704970	Genic.Genomic_chr16_+_2018400_2020700
dRNA-ONT	ENST00000704987	FSM_chr22_+_37659357_37665554
dRNA-ONT	ENST00000705006	NNC_chr9_-_136359576_136360150_136362181_136362988_136363129_136363486
dRNA-ONT	ENST00000705020	NNC_chr9_-_136362181_136362988_136363133_136363486
dRNA-ONT	ENST00000705028	NNC_chr9_-_136362181_136362988_136363133_136363486
dRNA-ONT	ENST00000705088	FSM_chr3_-_43081537_43105835
dRNA-ONT	ENST00000705097	FSM_chr3_-_43081537_43090487_43090610_43105835
dRNA-ONT	ENST00000705139	FSM_chr18_-_75202341_75208849
dRNA-ONT	ENST00000705199	FSM_chrX_+_153495114_153504620_153504870_153505237_153505351_153505862_153506077_153506528_153506640_153506829_153506924_153507046_153507186_153508247
dRNA-ONT	ENST00000705208	FSM_chr4_-_112278435_112285639
dRNA-ONT	ENST00000705259	FSM_chr14_-_63686657_63698568_63698659_63727260
dRNA-ONT	ENST00000705273	FSM_chr1_+_163069529_163072394_163072500_163072804_163072867_163073455_163073623_163074320
dRNA-ONT	ENST00000705297	FSM_chr21_-_34518257_34521498_34521659_34523536_34523711_34526662
dRNA-ONT	ENST00000705298	FSM_chr21_-_34518257_34521498_34521659_34523536_34523711_34614759
dRNA-ONT	ENST00000705335	FSM_chr4_-_1167657_1170401_1170577_1170998_1171191_1171262_1171487_1171851_1172075_1172543
dRNA-ONT	ENST00000705377	FSM_chr1_-_6413283_6419606_6419703_6419775
dRNA-ONT	ENST00000705428	FSM_chrX_+_118824006_118824338_118824391_118824588_118824714_118825130
dRNA-ONT	ENST00000705444	FSM_chr2_-_74498319_74499332
dRNA-ONT	ENST00000705459	FSM_chr4_+_139454445_139472685
dRNA-ONT	ENST00000705506	FSM_chr10_+_89414804_89417204
dRNA-ONT	ENST00000705524	FSM_chr3_+_50205349_50214148_50214301_50214401_50214484_50214652_50214769_50215385_50215460_50215543_50215637_50215739_50215822_50217237_50217321_50217414_50217474_50217675_50217841_50217916_50217997_50218269_50218371_50218592_50218718_50218803_50218949_50219880_50219985_50220072
dRNA-ONT	ENST00000705534	NNC_chr3_+_50217841_50217916_50217997_50218269_50218489_50218592_50218718_50218803_50219985_50220072
dRNA-ONT	ENST00000705569	FSM_chrX_-_49072009_49072432_49072651_49073808
dRNA-ONT	ENST00000705593	FSM_chr17_-_4734480_4734582_4734653_4735091_4735509_4738407_4738491_4738781_4738921_4739260
dRNA-ONT	ENST00000705606	FSM_chr5_-_140334281_140334657_140334749_140335871_140336028_140342634_140342813_140345910_140346085_140346282
dRNA-ONT	ENST00000705643	FSM_chr2_-_229026109_229155817_229155965_229271013
dRNA-ONT	ENST00000705688	FSM_chr10_-_69573045_69573209
dRNA-ONT	ENST00000705698	NNC_chr11_+_75769113_75784617_75784740_75790187_75790296_75790660_75790732_75796327_75796533_75797157_75797333_75798226_75798430_75800353
dRNA-ONT	ENST00000705699	FSM_chr11_+_75769113_75784617_75784747_75790187_75790296_75790660_75790732_75796327_75796533_75797157_75797333_75798226_75798430_75800353
dRNA-ONT	ENST00000705725	FSM_chr9_+_137225234_137225613
dRNA-ONT	ENST00000705767	NIC_chr17_+_49969040_49969614_49969752_49973072_49973270_49973700
dRNA-ONT	ENST00000705773	FSM_chr17_+_49969752_49973072_49973270_49973700
dRNA-ONT	ENST00000705792	FSM_chr12_-_15109518_15111343_15111418_15217428_15217604_15221194
dRNA-ONT	ENST00000705801	FSM_chr12_-_15109518_15111343_15111418_15121062_15121120_15217428_15217604_15221194
dRNA-ONT	ENST00000705832	NNC_chr14_-_100146908_100148967_100149711_100166604_100166698_100166794_100166963_100176919_100177092_100192230
dRNA-ONT	ENST00000705833	FSM_chr14_-_100146908_100159505
dRNA-ONT	ENST00000705847	FSM_chr12_-_21766624_21773242_21773687_21774545
dRNA-ONT	ENST00000705874	FSM_chr13_+_49628616_49630429
dRNA-ONT	ENST00000705895	FSM_chr22_-_32149614_32149752_32149781_32150318_32150480_32150991_32151020_32151486_32151552_32152066_32152095_32152561_32152627_32154243_32154319_32158983
dRNA-ONT	ENST00000705896	NIC_chr22_-_32149614_32149752_32149781_32150318_32151020_32151486_32151552_32152066_32152627_32154243_32154319_32158983
dRNA-ONT	ENST00000705907	FSM_chr15_-_89471856_89472710_89472864_89476754_89476829_89477081_89477207_89477516_89477654_89477836_89477975_89479321_89479489_89480260_89480409_89483066_89483218_89486798_89486986_89496360
dRNA-ONT	ENST00000705924	FSM_chr4_+_112145734_112186692
dRNA-ONT	ENST00000705998	FSM_chr10_+_80132827_80142081_80142180_80144222_80144344_80144899
dRNA-ONT	ENST00000706026	FSM_chr17_-_35576182_35577037_35577592_35577895
dRNA-ONT	ENST00000706052	FSM_chr1_+_20186154_20190546
dRNA-ONT	ENST00000706088	FSM_chr8_-_79765772_79766650_79766733_79767008_79767093_79767218_79767295_79767574
dRNA-ONT	ENST00000706110	FSM_chr8_-_107252016_107264220_107264352_107284681_107284849_107293935_107294038_107303239_107303368_107321898_107322129_107336149_107336272_107346941_107347098_107497261
dRNA-ONT	ENST00000706220	FSM_chr22_+_41561184_41571842_41572142_41573654_41573778_41574732
dRNA-ONT	ENST00000706221	NNC_chr22_+_41572142_41573381_41573476_41573654_41573778_41574732
R2C2-ONT	TCONS_00000001	FSM_chr1_+_20186154_20190546
R2C2-ONT	TCONS_00000002	FSM_chr1_+_27392738_27393793
R2C2-ONT	TCONS_00000003	NIC_chr1_+_27392600_27395800
R2C2-ONT	TCONS_00000005	FSM_chr1_+_203305749_203307103
R2C2-ONT	TCONS_00000006	Genic.Genomic_chr1_+_203305500_203309600
R2C2-ONT	TCONS_00000007	FSM_chr1_+_203305749_203307103_203307689_203309137
R2C2-ONT	TCONS_00000008	FSM_chr1_-_6419341_6419606_6419703_6419775
R2C2-ONT	TCONS_00000009	NIC_chr1_-_6417400_6419900
R2C2-ONT	TCONS_00000014	FSM_chr1_+_163069529_163072394_163072500_163072804_163072867_163073455_163073623_163074320
R2C2-ONT	TCONS_00000016	FSM_chr1_-_6413283_6419606_6419703_6419775
R2C2-ONT	TCONS_00000017	NIC_chr1_-_6413283_6419240_6419341_6419606_6419703_6419775
R2C2-ONT	TCONS_00000018	FSM_chr1_-_6419154_6419240_6419341_6419606_6419703_6419775
R2C2-ONT	TCONS_00000019	FSM_chr1_-_18908667_18910341_18910473_18911383_18911477_18911962_18912084_18916902_18917043_18918361_18918503_18919677_18919774_18921060_18921122_18955667
R2C2-ONT	TCONS_00000021	FSM_chr10_+_89414804_89417204
R2C2-ONT	TCONS_00000022	FSM_chr10_-_69573045_69573209
R2C2-ONT	TCONS_00000023	FSM_chr10_-_91630867_91632955
R2C2-ONT	TCONS_00000024	FSM_chr10_+_80132827_80142081_80142180_80144222_80144344_80144899
R2C2-ONT	TCONS_00000025	NNC_chr10_+_80132827_80142081_80142180_80143768_80144344_80144899
R2C2-ONT	TCONS_00000026	ISM_chr10_+_80132827_80142081
R2C2-ONT	TCONS_00000027	NIC_chr10_+_80132827_80144222_80144344_80144899
R2C2-ONT	TCONS_00000031	FSM_chr11_+_75769113_75790187_75790296_75790660_75790732_75796327_75796533_75797157_75797333_75798226_75798430_75800353
R2C2-ONT	TCONS_00000032	NNC_chr11_+_75769113_75784617_75784747_75790190_75790296_75790660_75790732_75796327_75796533_75797157_75797333_75798226_75798430_75800353
R2C2-ONT	TCONS_00000034	FSM_chr11_-_118229921_118233459_118233524_118235423_118235590_118237049_118237261_118240210_118240378_118252221
R2C2-ONT	TCONS_00000035	FSM_chr11_+_75769113_75784617_75784747_75790187_75790296_75790660_75790732_75796327_75796533_75797157_75797333_75798226_75798430_75800353
R2C2-ONT	TCONS_00000036	FSM_chr11_-_118229921_118233459_118233524_118235423_118235590_118240210_118240378_118252221
R2C2-ONT	TCONS_00000038	FSM_chr12_-_15109518_15111343_15111418_15217428_15217604_15221194
R2C2-ONT	TCONS_00000039	FSM_chr12_-_15109518_15111343_15111418_15121062_15121120_15217428_15217604_15221194
R2C2-ONT	TCONS_00000041	NNC_chr12_-_15109518_15111343_15111418_15119114_15119262_15121062_15121120_15217428_15217604_15221194
R2C2-ONT	TCONS_00000042	NNC_chr12_-_15109518_15111343_15111418_15119114_15119279_15121062_15121120_15217428_15217604_15221194
R2C2-ONT	TCONS_00000043	FSM_chr12_-_21766624_21773242_21773687_21774545
R2C2-ONT	TCONS_00000045	FSM_chr13_+_49628616_49630429
R2C2-ONT	TCONS_00000047	ISM_chr13_+_49628616_49630033
R2C2-ONT	TCONS_00000048	NNC_chr14_-_63686657_63698568_63698659_63716348_63716467_63727260
R2C2-ONT	TCONS_00000050	NIC_chr14_-_63686657_63727260
R2C2-ONT	TCONS_00000051	NNC_chr14_-_63686657_63698568_63698659_63723424_63723555_63727260
R2C2-ONT	TCONS_00000052	FSM_chr14_-_100146908_100159505
R2C2-ONT	TCONS_00000053	FSM_chr14_-_63686657_63698568_63698659_63727260
R2C2-ONT	TCONS_00000054	FSM_chr14_-_100146908_100148967_100149711_100159505
R2C2-ONT	TCONS_00000055	FSM_chr15_-_89471856_89472710_89472864_89476754_89476829_89477081_89477207_89477516_89477654_89477836_89477975_89479321_89479489_89480260_89480409_89483066_89483218_89486798_89486986_89496360
